Training Losses,Validation Losses
0.031346944351680575,0.09144327085282113
0.03376024491124554,0.055899075837407865
0.030136206918978132,0.0640513329870171
0.02488989189514541,0.05020955557592659
0.025407578763493803,0.06765767040415707
